,URL Link,Profited,Page
0,https://bitinfocharts.com/bitcoin%20gold/address/GdkLmJkag9zVGTeBYcCXnKXciSLYgwfjBR,1523.7503695783987,60
1,https://bitinfocharts.com/bitcoin%20gold/address/ATTav2PtmotBZwxgWjrZCgaZpE89kcJ29B,16957.541842169987,74
2,https://bitinfocharts.com/bitcoin%20gold/address/GP4MnT7Xm4ahZhRcWFaqPGkZknMda1XuzA,43047.573672820356,76
