,URL Link,Profited,Page
0,https://bitinfocharts.com/bitcoin%20gold/address/ATSETjVuM2cbqPPr9Lt88R2LcYbqC7GqZh,8471.2085,3
1,https://bitinfocharts.com/bitcoin%20gold/address/AeTgeQ57Gbszf2CfN7RSYkwBX1von9GuMU,57281.2085,3
2,https://bitinfocharts.com/bitcoin%20gold/address/AMTd8DwVdnwU4trgdwQKTYTXiamZL1k2F3,8641.2085,3
3,https://bitinfocharts.com/bitcoin%20gold/address/AKQuYpbSSEtu6rzRXALA7yZX6rMA4gG9kU,8641.2085,3
4,https://bitinfocharts.com/bitcoin%20gold/address/ATY4pSkCrX4NT6WUk9xVit4Wbtw1QdQKdB,73646.20850000001,3
5,https://bitinfocharts.com/bitcoin%20gold/address/GftWLQG9Y5GUEyafihbhrY2eXPWFBihFzD,14945132.804574564,3
6,https://bitinfocharts.com/bitcoin%20gold/address/GNDfZciudTTNHno7KAQx7KCLsbqM3Smc6M,11591.22407,38
