,URL Link,Profited,Page
0,https://bitinfocharts.com/bitcoin%20sv/address/18Fm4UAdDp8pzqZARQPYA1LxQTMDCK5Y9n,2894.542562931427,10
1,https://bitinfocharts.com/bitcoin%20sv/address/1FZyTbD3Xt5HWQuDBr1VUAMwpWXM2uYxZg,1283838.5894760017,13
